Sex	Lower	Upper	SEER_Draw	NET	Stage	Months	CSS	CSS_flag	OS	OS_flag	NCS
Female	60	64	Brain	NotExpected	IV	60	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	72	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	84	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	96	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	108	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	120	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	132	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	144	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	156	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	168	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	180	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	IV	191	0	TRUE	0	TRUE	NA
Female	60	64	Brain	NotExpected	NotStaged	12	0.54	FALSE	0.522	FALSE	0.9666666666666667
Female	60	64	Brain	NotExpected	NotStaged	24	0.313	FALSE	0.298	FALSE	0.9520766773162939
Female	60	64	Brain	NotExpected	NotStaged	36	0.227	FALSE	0.213	FALSE	0.9383259911894273
Female	60	64	Brain	NotExpected	NotStaged	48	0.194	FALSE	0.178	FALSE	0.9175257731958762
Female	60	64	Brain	NotExpected	NotStaged	60	0.17	FALSE	0.154	FALSE	0.9058823529411764
Female	60	64	Brain	NotExpected	NotStaged	72	0.153	FALSE	0.136	FALSE	0.888888888888889
Female	60	64	Brain	NotExpected	NotStaged	84	0.145	FALSE	0.127	FALSE	0.8758620689655173
Female	60	64	Brain	NotExpected	NotStaged	96	0.137	FALSE	0.118	FALSE	0.8613138686131385
Female	60	64	Brain	NotExpected	NotStaged	108	0.13	FALSE	0.109	FALSE	0.8384615384615385
Female	60	64	Brain	NotExpected	NotStaged	120	0.128	FALSE	0.099	FALSE	0.7734375
Female	60	64	Brain	NotExpected	NotStaged	132	0.125	FALSE	0.093	FALSE	0.744
Female	60	64	Brain	NotExpected	NotStaged	144	0.122	FALSE	0.088	FALSE	0.7213114754098361
Female	60	64	Brain	NotExpected	NotStaged	156	0.122	FALSE	0.084	FALSE	0.6885245901639345
Female	60	64	Brain	NotExpected	NotStaged	168	0.122	FALSE	0.084	FALSE	0.6885245901639345
Female	60	64	Brain	NotExpected	NotStaged	180	0.108	FALSE	0.075	FALSE	0.6885245901639345
Female	60	64	Brain	NotExpected	NotStaged	191	0.108	TRUE	0.075	TRUE	0.6885245901639345
Female	60	64	[OTHER]	NotExpected	I	12	0.967	FALSE	0.945	FALSE	0.9772492244053774
Female	60	64	[OTHER]	NotExpected	I	24	0.944	FALSE	0.913	FALSE	0.9671610169491526
Female	60	64	[OTHER]	NotExpected	I	36	0.912	FALSE	0.863	FALSE	0.9462719298245613
Female	60	64	[OTHER]	NotExpected	I	48	0.89	FALSE	0.836	FALSE	0.9393258426966291
Female	60	64	[OTHER]	NotExpected	I	60	0.88	FALSE	0.809	FALSE	0.9193181818181819
Female	60	64	[OTHER]	NotExpected	I	72	0.878	FALSE	0.788	FALSE	0.89749430523918
Female	60	64	[OTHER]	NotExpected	I	84	0.867	FALSE	0.766	FALSE	0.8835063437139562
Female	60	64	[OTHER]	NotExpected	I	96	0.858	FALSE	0.736	FALSE	0.8578088578088578
Female	60	64	[OTHER]	NotExpected	I	108	0.846	FALSE	0.705	FALSE	0.8333333333333333
Female	60	64	[OTHER]	NotExpected	I	120	0.842	FALSE	0.687	FALSE	0.815914489311164
Female	60	64	[OTHER]	NotExpected	I	132	0.826	FALSE	0.637	FALSE	0.7711864406779662
Female	60	64	[OTHER]	NotExpected	I	144	0.818	FALSE	0.605	FALSE	0.7396088019559902
Female	60	64	[OTHER]	NotExpected	I	156	0.806	FALSE	0.573	FALSE	0.7109181141439205
Female	60	64	[OTHER]	NotExpected	I	168	0.788	FALSE	0.55	FALSE	0.6979695431472082
Female	60	64	[OTHER]	NotExpected	I	180	0.788	FALSE	0.532	FALSE	0.6751269035532995
Female	60	64	[OTHER]	NotExpected	I	191	0.788	FALSE	0.435	FALSE	0.5520304568527918
Female	60	64	[OTHER]	NotExpected	II	12	0.923	FALSE	0.909	FALSE	0.9848320693391116
Female	60	64	[OTHER]	NotExpected	II	24	0.861	FALSE	0.83	FALSE	0.9639953542392566
Female	60	64	[OTHER]	NotExpected	II	36	0.828	FALSE	0.795	FALSE	0.9601449275362319
Female	60	64	[OTHER]	NotExpected	II	48	0.798	FALSE	0.738	FALSE	0.9248120300751879
Female	60	64	[OTHER]	NotExpected	II	60	0.791	FALSE	0.716	FALSE	0.9051833122629582
Female	60	64	[OTHER]	NotExpected	II	72	0.772	FALSE	0.687	FALSE	0.8898963730569949
Female	60	64	[OTHER]	NotExpected	II	84	0.756	FALSE	0.657	FALSE	0.8690476190476191
Female	60	64	[OTHER]	NotExpected	II	96	0.73	FALSE	0.623	FALSE	0.8534246575342466
Female	60	64	[OTHER]	NotExpected	II	108	0.725	FALSE	0.606	FALSE	0.8358620689655173
Female	60	64	[OTHER]	NotExpected	II	120	0.712	FALSE	0.584	FALSE	0.8202247191011236
Female	60	64	[OTHER]	NotExpected	II	132	0.712	FALSE	0.584	FALSE	0.8202247191011236
Female	60	64	[OTHER]	NotExpected	II	144	0.712	FALSE	0.52	FALSE	0.7303370786516854
Female	60	64	[OTHER]	NotExpected	II	156	0.712	FALSE	0.502	FALSE	0.7050561797752809
Female	60	64	[OTHER]	NotExpected	II	168	0.712	FALSE	0.463	FALSE	0.6502808988764046
Female	60	64	[OTHER]	NotExpected	II	180	0.712	FALSE	0.463	FALSE	0.6502808988764046
Female	60	64	[OTHER]	NotExpected	II	191	0.712	TRUE	0.463	TRUE	0.6502808988764046
Female	60	64	[OTHER]	NotExpected	III	12	0.863	FALSE	0.842	FALSE	0.9756662804171494
Female	60	64	[OTHER]	NotExpected	III	24	0.767	FALSE	0.724	FALSE	0.9439374185136896
Female	60	64	[OTHER]	NotExpected	III	36	0.686	FALSE	0.634	FALSE	0.9241982507288629
Female	60	64	[OTHER]	NotExpected	III	48	0.664	FALSE	0.605	FALSE	0.9111445783132529
Female	60	64	[OTHER]	NotExpected	III	60	0.632	FALSE	0.564	FALSE	0.8924050632911391
Female	60	64	[OTHER]	NotExpected	III	72	0.602	FALSE	0.529	FALSE	0.8787375415282392
Female	60	64	[OTHER]	NotExpected	III	84	0.584	FALSE	0.51	FALSE	0.8732876712328768
Female	60	64	[OTHER]	NotExpected	III	96	0.575	FALSE	0.492	FALSE	0.8556521739130435
Female	60	64	[OTHER]	NotExpected	III	108	0.554	FALSE	0.448	FALSE	0.8086642599277978
Female	60	64	[OTHER]	NotExpected	III	120	0.54	FALSE	0.432	FALSE	0.7999999999999999
Female	60	64	[OTHER]	NotExpected	III	132	0.54	FALSE	0.417	FALSE	0.7722222222222221
Female	60	64	[OTHER]	NotExpected	III	144	0.54	FALSE	0.408	FALSE	0.7555555555555554
Female	60	64	[OTHER]	NotExpected	III	156	0.54	FALSE	0.408	FALSE	0.7555555555555554
Female	60	64	[OTHER]	NotExpected	III	168	0.513	FALSE	0.343	FALSE	0.6686159844054581
Female	60	64	[OTHER]	NotExpected	III	180	0.513	FALSE	0.343	FALSE	0.6686159844054581
Female	60	64	[OTHER]	NotExpected	III	191	0.513	FALSE	0.343	FALSE	0.6686159844054581
Female	60	64	[OTHER]	NotExpected	IV	12	0.602	FALSE	0.576	FALSE	0.9568106312292358
Female	60	64	[OTHER]	NotExpected	IV	24	0.414	FALSE	0.387	FALSE	0.9347826086956522
Female	60	64	[OTHER]	NotExpected	IV	36	0.365	FALSE	0.33	FALSE	0.904109589041096
Female	60	64	[OTHER]	NotExpected	IV	48	0.341	FALSE	0.308	FALSE	0.9032258064516129
Female	60	64	[OTHER]	NotExpected	IV	60	0.323	FALSE	0.282	FALSE	0.873065015479876
Female	60	64	[OTHER]	NotExpected	IV	72	0.296	FALSE	0.256	FALSE	0.8648648648648649
Female	60	64	[OTHER]	NotExpected	IV	84	0.284	FALSE	0.239	FALSE	0.8415492957746479
Female	60	64	[OTHER]	NotExpected	IV	96	0.27	FALSE	0.227	FALSE	0.8407407407407407
Female	60	64	[OTHER]	NotExpected	IV	108	0.248	FALSE	0.208	FALSE	0.8387096774193548
Female	60	64	[OTHER]	NotExpected	IV	120	0.227	FALSE	0.185	FALSE	0.8149779735682819
Female	60	64	[OTHER]	NotExpected	IV	132	0.227	FALSE	0.185	FALSE	0.8149779735682819
Female	60	64	[OTHER]	NotExpected	IV	144	0.215	FALSE	0.176	FALSE	0.8149779735682819
Female	60	64	[OTHER]	NotExpected	IV	156	0.215	FALSE	0.176	FALSE	0.8149779735682819
Female	60	64	[OTHER]	NotExpected	IV	168	0.215	FALSE	0.176	FALSE	0.8149779735682819
Female	60	64	[OTHER]	NotExpected	IV	180	0.215	FALSE	0.149	FALSE	0.6930232558139535
Female	60	64	[OTHER]	NotExpected	IV	191	0.215	TRUE	0.149	TRUE	0.6930232558139535
Female	60	64	[OTHER]	NotExpected	NotStaged	12	0.879	FALSE	0.847	FALSE	0.9635949943117178
Female	60	64	[OTHER]	NotExpected	NotStaged	24	0.839	FALSE	0.791	FALSE	0.9427890345649583
Female	60	64	[OTHER]	NotExpected	NotStaged	36	0.808	FALSE	0.745	FALSE	0.922029702970297
Female	60	64	[OTHER]	NotExpected	NotStaged	48	0.784	FALSE	0.705	FALSE	0.899234693877551
Female	60	64	[OTHER]	NotExpected	NotStaged	60	0.768	FALSE	0.678	FALSE	0.8828125
Female	60	64	[OTHER]	NotExpected	NotStaged	72	0.751	FALSE	0.646	FALSE	0.8601864181091877
Female	60	64	[OTHER]	NotExpected	NotStaged	84	0.74	FALSE	0.619	FALSE	0.8364864864864865
Female	60	64	[OTHER]	NotExpected	NotStaged	96	0.726	FALSE	0.589	FALSE	0.8112947658402203
Female	60	64	[OTHER]	NotExpected	NotStaged	108	0.718	FALSE	0.564	FALSE	0.7855153203342617
Female	60	64	[OTHER]	NotExpected	NotStaged	120	0.709	FALSE	0.536	FALSE	0.7559943582510579
Female	60	64	[OTHER]	NotExpected	NotStaged	132	0.692	FALSE	0.507	FALSE	0.7326589595375723
Female	60	64	[OTHER]	NotExpected	NotStaged	144	0.678	FALSE	0.486	FALSE	0.7168141592920353
Female	60	64	[OTHER]	NotExpected	NotStaged	156	0.672	FALSE	0.465	FALSE	0.6919642857142857
Female	60	64	[OTHER]	NotExpected	NotStaged	168	0.662	FALSE	0.44	FALSE	0.6646525679758308
Female	60	64	[OTHER]	NotExpected	NotStaged	180	0.653	FALSE	0.418	FALSE	0.6401225114854517
Female	60	64	[OTHER]	NotExpected	NotStaged	191	0.612	FALSE	0.377	FALSE	0.6160130718954249
Female	65	69	Anus	NotExpected	I	12	0.984	FALSE	0.979	FALSE	0.9949186991869918
Female	65	69	Anus	NotExpected	I	24	0.947	FALSE	0.932	FALSE	0.9841605068637804
Female	65	69	Anus	NotExpected	I	36	0.926	FALSE	0.89	FALSE	0.9611231101511879
Female	65	69	Anus	NotExpected	I	48	0.914	FALSE	0.848	FALSE	0.9277899343544858
Female	65	69	Anus	NotExpected	I	60	0.908	FALSE	0.822	FALSE	0.9052863436123347
Female	65	69	Anus	NotExpected	I	72	0.908	FALSE	0.806	FALSE	0.8876651982378855
Female	65	69	Anus	NotExpected	I	84	0.895	FALSE	0.747	FALSE	0.8346368715083798
Female	65	69	Anus	NotExpected	I	96	0.895	FALSE	0.728	FALSE	0.8134078212290502
Female	65	69	Anus	NotExpected	I	108	0.895	FALSE	0.713	FALSE	0.7966480446927374
Female	65	69	Anus	NotExpected	I	120	0.883	FALSE	0.694	FALSE	0.7859569648924122
Female	65	69	Anus	NotExpected	I	132	0.883	FALSE	0.67	FALSE	0.7587768969422424
Female	65	69	Anus	NotExpected	I	144	0.883	FALSE	0.64	FALSE	0.72480181200453
Female	65	69	Anus	NotExpected	I	156	0.883	FALSE	0.64	FALSE	0.72480181200453
Female	65	69	Anus	NotExpected	I	168	0.883	FALSE	0.64	FALSE	0.72480181200453
Female	65	69	Anus	NotExpected	I	180	0.883	FALSE	0.6	FALSE	0.6795016987542468
Female	65	69	Anus	NotExpected	I	191	0.883	TRUE	0.6	TRUE	0.6795016987542468
Female	65	69	Anus	NotExpected	II	12	0.978	FALSE	0.95	FALSE	0.9713701431492843
Female	65	69	Anus	NotExpected	II	24	0.929	FALSE	0.885	FALSE	0.9526372443487621
Female	65	69	Anus	NotExpected	II	36	0.883	FALSE	0.817	FALSE	0.9252548131370327
Female	65	69	Anus	NotExpected	II	48	0.875	FALSE	0.806	FALSE	0.9211428571428572
Female	65	69	Anus	NotExpected	II	60	0.854	FALSE	0.759	FALSE	0.8887587822014051
Female	65	69	Anus	NotExpected	II	72	0.85	FALSE	0.737	FALSE	0.8670588235294118
Female	65	69	Anus	NotExpected	II	84	0.845	FALSE	0.716	FALSE	0.8473372781065088
Female	65	69	Anus	NotExpected	II	96	0.838	FALSE	0.677	FALSE	0.8078758949880669
Female	65	69	Anus	NotExpected	II	108	0.831	FALSE	0.638	FALSE	0.7677496991576415
Female	65	69	Anus	NotExpected	II	120	0.821	FALSE	0.606	FALSE	0.7381242387332522
Female	65	69	Anus	NotExpected	II	132	0.821	FALSE	0.569	FALSE	0.6930572472594397
Female	65	69	Anus	NotExpected	II	144	0.798	FALSE	0.528	FALSE	0.6616541353383458
Female	65	69	Anus	NotExpected	II	156	0.798	FALSE	0.473	FALSE	0.5927318295739348
Female	65	69	Anus	NotExpected	II	168	0.798	FALSE	0.473	FALSE	0.5927318295739348
Female	65	69	Anus	NotExpected	II	180	0.798	FALSE	0.473	FALSE	0.5927318295739348
Female	65	69	Anus	NotExpected	II	191	0.798	TRUE	0.473	TRUE	0.5927318295739348
Female	65	69	Anus	NotExpected	III	12	0.896	FALSE	0.866	FALSE	0.9665178571428571
Female	65	69	Anus	NotExpected	III	24	0.804	FALSE	0.774	FALSE	0.9626865671641791
Female	65	69	Anus	NotExpected	III	36	0.75	FALSE	0.715	FALSE	0.9533333333333333
Female	65	69	Anus	NotExpected	III	48	0.723	FALSE	0.673	FALSE	0.9308437067773169
Female	65	69	Anus	NotExpected	III	60	0.704	FALSE	0.635	FALSE	0.9019886363636365
Female	65	69	Anus	NotExpected	III	72	0.699	FALSE	0.618	FALSE	0.8841201716738198
Female	65	69	Anus	NotExpected	III	84	0.682	FALSE	0.583	FALSE	0.8548387096774193
Female	65	69	Anus	NotExpected	III	96	0.666	FALSE	0.564	FALSE	0.8468468468468467
Female	65	69	Anus	NotExpected	III	108	0.666	FALSE	0.522	FALSE	0.7837837837837838
Female	65	69	Anus	NotExpected	III	120	0.666	FALSE	0.513	FALSE	0.7702702702702703
Female	65	69	Anus	NotExpected	III	132	0.666	FALSE	0.501	FALSE	0.7522522522522522
Female	65	69	Anus	NotExpected	III	144	0.666	FALSE	0.464	FALSE	0.6966966966966966
Female	65	69	Anus	NotExpected	III	156	0.666	FALSE	0.464	FALSE	0.6966966966966966
Female	65	69	Anus	NotExpected	III	168	0.611	FALSE	0.425	FALSE	0.6955810147299509
Female	65	69	Anus	NotExpected	III	180	0.611	FALSE	0.364	FALSE	0.5957446808510638
Female	65	69	Anus	NotExpected	III	191	0.611	TRUE	0.364	TRUE	0.5957446808510638
Female	65	69	Anus	NotExpected	IV	12	0.688	FALSE	0.654	FALSE	0.9505813953488373
Female	65	69	Anus	NotExpected	IV	24	0.468	FALSE	0.449	FALSE	0.9505813953488373
Female	65	69	Anus	NotExpected	IV	36	0.294	FALSE	0.256	FALSE	0.870748299319728
Female	65	69	Anus	NotExpected	IV	48	0.279	FALSE	0.244	FALSE	0.870748299319728
Female	65	69	Anus	NotExpected	IV	60	0.264	FALSE	0.205	FALSE	0.7765151515151514
Female	65	69	Anus	NotExpected	IV	72	0.264	FALSE	0.205	FALSE	0.7765151515151514
Female	65	69	Anus	NotExpected	IV	84	0.264	FALSE	0.205	FALSE	0.7765151515151514
Female	65	69	Anus	NotExpected	IV	96	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	108	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	120	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	132	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	144	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	156	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	168	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	180	0.264	FALSE	0.163	FALSE	0.6174242424242424
Female	65	69	Anus	NotExpected	IV	191	0.264	TRUE	0.163	TRUE	0.6174242424242424
Female	65	69	Anus	NotExpected	NotStaged	12	0.907	FALSE	0.876	FALSE	0.9658213891951488
Female	65	69	Anus	NotExpected	NotStaged	24	0.863	FALSE	0.82	FALSE	0.9501738122827346
Female	65	69	Anus	NotExpected	NotStaged	36	0.799	FALSE	0.742	FALSE	0.9286608260325406
Female	65	69	Anus	NotExpected	NotStaged	48	0.784	FALSE	0.7	FALSE	0.8928571428571428
Female	65	69	Anus	NotExpected	NotStaged	60	0.768	FALSE	0.663	FALSE	0.86328125
Female	65	69	Anus	NotExpected	NotStaged	72	0.752	FALSE	0.63	FALSE	0.8377659574468085
Female	65	69	Anus	NotExpected	NotStaged	84	0.745	FALSE	0.616	FALSE	0.8268456375838926
Female	65	69	Anus	NotExpected	NotStaged	96	0.732	FALSE	0.584	FALSE	0.7978142076502732
Female	65	69	Anus	NotExpected	NotStaged	108	0.717	FALSE	0.548	FALSE	0.7642956764295677
Female	65	69	Anus	NotExpected	NotStaged	120	0.717	FALSE	0.523	FALSE	0.7294281729428174
Female	65	69	Anus	NotExpected	NotStaged	132	0.717	FALSE	0.469	FALSE	0.6541143654114365
Female	65	69	Anus	NotExpected	NotStaged	144	0.717	FALSE	0.448	FALSE	0.6248256624825663
Female	65	69	Anus	NotExpected	NotStaged	156	0.717	FALSE	0.448	FALSE	0.6248256624825663
Female	65	69	Anus	NotExpected	NotStaged	168	0.693	FALSE	0.415	FALSE	0.5988455988455988
Female	65	69	Anus	NotExpected	NotStaged	180	0.656	FALSE	0.353	FALSE	0.538109756097561
Female	65	69	Anus	NotExpected	NotStaged	191	0.656	FALSE	0.353	FALSE	0.538109756097561
Female	65	69	Bladder	No	I	12	0.958	FALSE	0.932	FALSE	0.9728601252609604
Female	65	69	Bladder	No	I	24	0.918	FALSE	0.862	FALSE	0.9389978213507625
Female	65	69	Bladder	No	I	36	0.891	FALSE	0.821	FALSE	0.9214365881032547
Female	65	69	Bladder	No	I	48	0.866	FALSE	0.787	FALSE	0.9087759815242494
Female	65	69	Bladder	No	I	60	0.85	FALSE	0.745	FALSE	0.8764705882352941
Female	65	69	Bladder	No	I	72	0.838	FALSE	0.72	FALSE	0.8591885441527446
Female	65	69	Bladder	No	I	84	0.819	FALSE	0.692	FALSE	0.8449328449328449
Female	65	69	Bladder	No	I	96	0.815	FALSE	0.677	FALSE	0.830674846625767
Female	65	69	Bladder	No	I	108	0.807	FALSE	0.641	FALSE	0.7942998760842627
Female	65	69	Bladder	No	I	120	0.798	FALSE	0.616	FALSE	0.7719298245614035
Female	65	69	Bladder	No	I	132	0.791	FALSE	0.586	FALSE	0.7408343868520859
Female	65	69	Bladder	No	I	144	0.771	FALSE	0.533	FALSE	0.6913099870298314
Female	65	69	Bladder	No	I	156	0.753	FALSE	0.501	FALSE	0.6653386454183267
Female	65	69	Bladder	No	I	168	0.729	FALSE	0.475	FALSE	0.6515775034293553
Female	65	69	Bladder	No	I	180	0.716	FALSE	0.443	FALSE	0.6187150837988827
Female	65	69	Bladder	No	I	191	0.682	FALSE	0.422	FALSE	0.6187150837988827
Female	65	69	Bladder	No	II	12	0.827	FALSE	0.788	FALSE	0.9528415961305926
Female	65	69	Bladder	No	II	24	0.703	FALSE	0.65	FALSE	0.9246088193456615
Female	65	69	Bladder	No	II	36	0.654	FALSE	0.598	FALSE	0.9143730886850152
Female	65	69	Bladder	No	II	48	0.633	FALSE	0.556	FALSE	0.8783570300157979
Female	65	69	Bladder	No	II	60	0.613	FALSE	0.523	FALSE	0.8531810766721044
Female	65	69	Bladder	No	II	72	0.6	FALSE	0.506	FALSE	0.8433333333333334
Female	65	69	Bladder	No	II	84	0.593	FALSE	0.494	FALSE	0.8330522765598651
Female	65	69	Bladder	No	II	96	0.589	FALSE	0.48	FALSE	0.8149405772495756
Female	65	69	Bladder	No	II	108	0.573	FALSE	0.437	FALSE	0.7626527050610821
Female	65	69	Bladder	No	II	120	0.566	FALSE	0.41	FALSE	0.7243816254416962
Female	65	69	Bladder	No	II	132	0.556	FALSE	0.373	FALSE	0.6708633093525179
Female	65	69	Bladder	No	II	144	0.556	FALSE	0.343	FALSE	0.6169064748201438
Female	65	69	Bladder	No	II	156	0.556	FALSE	0.333	FALSE	0.5989208633093525
Female	65	69	Bladder	No	II	168	0.526	FALSE	0.316	FALSE	0.5989208633093525
Female	65	69	Bladder	No	II	180	0.526	FALSE	0.271	FALSE	0.5152091254752852
Female	65	69	Bladder	No	II	191	0.526	TRUE	0.271	TRUE	0.5152091254752852
Female	65	69	Bladder	No	III	12	0.753	FALSE	0.716	FALSE	0.9508632138114209
Female	65	69	Bladder	No	III	24	0.58	FALSE	0.531	FALSE	0.9155172413793105
Female	65	69	Bladder	No	III	36	0.506	FALSE	0.451	FALSE	0.8913043478260869
Female	65	69	Bladder	No	III	48	0.475	FALSE	0.411	FALSE	0.8652631578947368
Female	65	69	Bladder	No	III	60	0.444	FALSE	0.365	FALSE	0.822072072072072
Female	65	69	Bladder	No	III	72	0.419	FALSE	0.338	FALSE	0.8066825775656326
Female	65	69	Bladder	No	III	84	0.411	FALSE	0.325	FALSE	0.7907542579075426
Female	65	69	Bladder	No	III	96	0.402	FALSE	0.31	FALSE	0.7711442786069651
Female	65	69	Bladder	No	III	108	0.391	FALSE	0.301	FALSE	0.7698209718670076
Female	65	69	Bladder	No	III	120	0.391	FALSE	0.289	FALSE	0.7391304347826086
Female	65	69	Bladder	No	III	132	0.391	FALSE	0.27	FALSE	0.690537084398977
Female	65	69	Bladder	No	III	144	0.361	FALSE	0.249	FALSE	0.6897506925207757
Female	65	69	Bladder	No	III	156	0.361	FALSE	0.249	FALSE	0.6897506925207757
Female	65	69	Bladder	No	III	168	0.361	FALSE	0.249	FALSE	0.6897506925207757
Female	65	69	Bladder	No	III	180	0.361	FALSE	0.207	FALSE	0.5734072022160664
Female	65	69	Bladder	No	III	191	0.361	FALSE	0.207	FALSE	0.5734072022160664
Female	65	69	Bladder	No	IV	12	0.456	FALSE	0.418	FALSE	0.9166666666666666
Female	65	69	Bladder	No	IV	24	0.295	FALSE	0.264	FALSE	0.8949152542372882
Female	65	69	Bladder	No	IV	36	0.212	FALSE	0.186	FALSE	0.8773584905660378
Female	65	69	Bladder	No	IV	48	0.197	FALSE	0.17	FALSE	0.8629441624365483
Female	65	69	Bladder	No	IV	60	0.186	FALSE	0.15	FALSE	0.8064516129032258
Female	65	69	Bladder	No	IV	72	0.165	FALSE	0.124	FALSE	0.7515151515151515
Female	65	69	Bladder	No	IV	84	0.15	FALSE	0.11	FALSE	0.7333333333333334
Female	65	69	Bladder	No	IV	96	0.15	FALSE	0.11	FALSE	0.7333333333333334
Female	65	69	Bladder	No	IV	108	0.144	FALSE	0.1	FALSE	0.6944444444444445
Female	65	69	Bladder	No	IV	120	0.144	FALSE	0.1	FALSE	0.6944444444444445
Female	65	69	Bladder	No	IV	132	0.144	FALSE	0.091	FALSE	0.6319444444444444
Female	65	69	Bladder	No	IV	144	0.144	FALSE	0.069	FALSE	0.47916666666666674
Female	65	69	Bladder	No	IV	156	0.144	FALSE	0.069	FALSE	0.47916666666666674
Female	65	69	Bladder	No	IV	168	0.144	FALSE	0.069	FALSE	0.47916666666666674
Female	65	69	Bladder	No	IV	180	0.144	FALSE	0.069	FALSE	0.47916666666666674
Female	65	69	Bladder	No	IV	191	0.144	TRUE	0.069	TRUE	0.47916666666666674
Female	65	69	Bladder	No	NotStaged	12	0.798	FALSE	0.748	FALSE	0.9373433583959899
Female	65	69	Bladder	No	NotStaged	24	0.736	FALSE	0.674	FALSE	0.9157608695652175
Female	65	69	Bladder	No	NotStaged	36	0.682	FALSE	0.624	FALSE	0.9149560117302052
Female	65	69	Bladder	No	NotStaged	48	0.682	FALSE	0.616	FALSE	0.9032258064516129
Female	65	69	Bladder	No	NotStaged	60	0.663	FALSE	0.591	FALSE	0.8914027149321266
Female	65	69	Bladder	No	NotStaged	72	0.645	FALSE	0.566	FALSE	0.8775193798449611
Female	65	69	Bladder	No	NotStaged	84	0.645	FALSE	0.557	FALSE	0.8635658914728682
Female	65	69	Bladder	No	NotStaged	96	0.645	FALSE	0.557	FALSE	0.8635658914728682
Female	65	69	Bladder	No	NotStaged	108	0.645	FALSE	0.557	FALSE	0.8635658914728682
Female	65	69	Bladder	No	NotStaged	120	0.633	FALSE	0.536	FALSE	0.8467614533965245
Female	65	69	Bladder	No	NotStaged	132	0.633	FALSE	0.523	FALSE	0.8262243285939969
Female	65	69	Bladder	No	NotStaged	144	0.613	FALSE	0.478	FALSE	0.7797716150081566
Female	65	69	Bladder	No	NotStaged	156	0.588	FALSE	0.427	FALSE	0.7261904761904762
Female	65	69	Bladder	No	NotStaged	168	0.557	FALSE	0.381	FALSE	0.6840215439856373
Female	65	69	Bladder	No	NotStaged	180	0.557	FALSE	0.381	FALSE	0.6840215439856373
Female	65	69	Bladder	No	NotStaged	191	0.557	TRUE	0.381	TRUE	0.6840215439856373
Female	65	69	Bladder	NET	I	12	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	24	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	36	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	48	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	60	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	72	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	84	1	FALSE	1	FALSE	1
Female	65	69	Bladder	NET	I	96	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	108	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	120	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	132	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	144	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	156	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	168	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	180	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	I	191	1	TRUE	0	FALSE	0
Female	65	69	Bladder	NET	II	12	0.75	FALSE	0.75	FALSE	1
Female	65	69	Bladder	NET	II	24	0.5	FALSE	0.5	FALSE	1
Female	65	69	Bladder	NET	II	36	0.5	FALSE	0.5	FALSE	1
Female	65	69	Bladder	NET	II	48	0.5	FALSE	0.5	FALSE	1
Female	65	69	Bladder	NET	II	60	0.25	FALSE	0.25	FALSE	1
Female	65	69	Bladder	NET	II	72	0.25	FALSE	0.25	FALSE	1
Female	65	69	Bladder	NET	II	84	0.25	FALSE	0.25	FALSE	1
Female	65	69	Bladder	NET	II	96	0.25	FALSE	0.25	FALSE	1
Female	65	69	Bladder	NET	II	108	0.25	FALSE	0.25	FALSE	1
